Architecture,Data_type,Depth,Pretrained,Attack,misclassification_rate,matching_rate,total,mis_ratio,match_ratio,
inception,raw,V3,True,BL-BFGS,0.1368421052631579,0.015789473684210527,190,0.13,0.015,
inception,raw,V3,True,CW2,0.1452513966480447,0.01675977653631285,179,0.13,0.015,
inception,raw,V3,True,DeepFool,0.13186813186813187,0.04395604395604396,182,0.12,0.04,
inception,raw,V3,True,FGSM,0.24175824175824176,0.08791208791208792,91,0.11,0.04,
inception,raw,V3,True,LLC,0.14814814814814814,0.006172839506172839,162,0.12,0.005,
inception,raw,V3,True,PGD,0.16483516483516483,0.06043956043956044,182,0.15,0.055,
inception,raw,V3,True,RFGSM,0.2196969696969697,0.06060606060606061,132,0.145,0.04,
inception,raw,V3,True,STEP_LLC,0.21666666666666667,0.08333333333333333,60,0.065,0.025,
inception,raw,V3,True,UAP,0.1590909090909091,0.045454545454545456,88,0.07,0.02,
vgg,raw,16,True,BL-BFGS,0.13736263736263737,0.027472527472527472,182,0.125,0.025,
vgg,raw,16,True,CW2,0.1111111111111111,0.022222222222222223,180,0.1,0.02,
vgg,raw,16,True,DeepFool,0.14204545454545456,0.045454545454545456,176,0.125,0.04,
vgg,raw,16,True,FGSM,0.291970802919708,0.051094890510948905,137,0.2,0.035,
vgg,raw,16,True,LLC,0.17073170731707318,0.012195121951219513,164,0.14,0.01,
vgg,raw,16,True,PGD,0.21232876712328766,0.0547945205479452,146,0.155,0.04,
vgg,raw,16,True,RFGSM,0.20610687022900764,0.04580152671755725,131,0.135,0.03,
vgg,raw,16,True,STEP_LLC,0.3067484662576687,0.012269938650306749,163,0.25,0.01,
vgg,raw,16,True,UAP,0.1569767441860465,0.05813953488372093,172,0.135,0.05,
